epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
11,0.9824067950248718,0.29415133595466614,0.18095560371875763,0.14067992568016052,0.08175205439329147,0.06692885607481003,0.00025,0.770990252494812,0.9830609560012817,0.9821239709854126,0.9943579435348511,0.9843578338623047,0.29229483008384705,0.17536334693431854,0.16355259716510773,0.08891638368368149,0.060352105647325516,0.7295118570327759,0.9856051802635193,0.9839984774589539,0.9952112436294556
12,0.9825356006622314,0.29638800024986267,0.18035925924777985,0.15478450059890747,0.0820549726486206,0.06627698987722397,0.00025,0.7556238174438477,0.9832620024681091,0.9819643497467041,0.9944232106208801,0.9843830466270447,0.29125410318374634,0.2094712108373642,0.11453946679830551,0.0837959498167038,0.06059206277132034,0.7702588438987732,0.985035240650177,0.9840856790542603,0.9950188398361206
13,0.982656717300415,0.30031001567840576,0.18821638822555542,0.17032399773597717,0.07986804097890854,0.06557182967662811,0.00025,0.7734857201576233,0.9833313822746277,0.982077956199646,0.9944455027580261,0.9845619201660156,0.29641616344451904,0.25104081630706787,0.16260281205177307,0.10753361135721207,0.06671128422021866,0.7528602480888367,0.987091600894928,0.9829591512680054,0.9956939220428467
14,0.9827665090560913,0.3022397458553314,0.19690316915512085,0.17813640832901,0.08746188879013062,0.0651269257068634,0.00025,0.7672851085662842,0.9836239814758301,0.982110857963562,0.9945441484451294,0.9844976663589478,0.3001909554004669,0.17037653923034668,0.20892436802387238,0.08824498951435089,0.05892843380570412,0.7794867753982544,0.9855567216873169,0.9840763211250305,0.9951946139335632
15,0.9825516939163208,0.29969730973243713,0.1945262849330902,0.16214384138584137,0.08108485490083694,0.06617292761802673,0.00025,0.783399224281311,0.983386754989624,0.9819348454475403,0.9944621920585632,0.9845930933952332,0.2976767122745514,0.22365404665470123,0.15343350172042847,0.11374606192111969,0.0614110603928566,0.7725995779037476,0.9866957664489746,0.9834952354431152,0.995568037033081
16,0.9828205108642578,0.3042069971561432,0.2045840322971344,0.18339484930038452,0.08661859482526779,0.06428195536136627,0.000125,0.7808898687362671,0.98371422290802,0.9821656346321106,0.9945712089538574,0.9844678640365601,0.2954699695110321,0.2165587693452835,0.14186666905879974,0.08035393804311752,0.059391699731349945,0.775747537612915,0.9853652715682983,0.9840836524963379,0.9951284527778625
17,0.9828722476959229,0.3062243163585663,0.2080221176147461,0.19445005059242249,0.08584621548652649,0.06404421478509903,0.000125,0.7815455794334412,0.9837082028388977,0.982290506362915,0.994570255279541,0.9848027229309082,0.30302000045776367,0.2222783863544464,0.18342697620391846,0.09523578733205795,0.05884971097111702,0.7777694463729858,0.9866186380386353,0.9837026596069336,0.9955340027809143
18,0.9829131364822388,0.3082142472267151,0.2171352654695511,0.19407564401626587,0.08745541423559189,0.06354432553052902,0.000125,0.7851386070251465,0.9838865995407104,0.9821339249610901,0.9946282505989075,0.984942615032196,0.3008633553981781,0.21387334167957306,0.1419486701488495,0.09681335836648941,0.05749543011188507,0.780269980430603,0.9865358471870422,0.9837762117385864,0.9955022931098938
19,0.9829899072647095,0.31049844622612,0.22367629408836365,0.19933396577835083,0.08897004276514053,0.0634661316871643,0.000125,0.7805631160736084,0.9839163422584534,0.9820415377616882,0.9946377277374268,0.9849653840065002,0.30313536524772644,0.24317143857479095,0.16137702763080597,0.11658304929733276,0.05904451012611389,0.7799695730209351,0.9869867563247681,0.9834017157554626,0.9956502914428711
20,0.9830375909805298,0.311265766620636,0.22648531198501587,0.20135000348091125,0.09080157428979874,0.06297849863767624,0.000125,0.7796038389205933,0.9841486811637878,0.9821231365203857,0.9947145581245422,0.9852845072746277,0.30834904313087463,0.27138274908065796,0.1889583170413971,0.10835753381252289,0.059765126556158066,0.7802878618240356,0.9874966740608215,0.9830513000488281,0.995810329914093
21,0.9832096099853516,0.3170400857925415,0.24587887525558472,0.21913713216781616,0.09577745199203491,0.061640262603759766,6.25e-05,0.7822787761688232,0.9842707514762878,0.9822149872779846,0.9947540163993835,0.9849605560302734,0.3072953224182129,0.22319550812244415,0.18304508924484253,0.09622474014759064,0.05648363009095192,0.7778840065002441,0.9863101840019226,0.9839727878570557,0.9954317212104797
22,0.9832360148429871,0.3189148008823395,0.24836516380310059,0.22068242728710175,0.09154071658849716,0.061344847083091736,6.25e-05,0.781170129776001,0.98427814245224,0.98226398229599,0.9947553873062134,0.9852465391159058,0.31364527344703674,0.26376619935035706,0.23409387469291687,0.11617863178253174,0.05873161926865578,0.7800257205963135,0.9874255061149597,0.9831034541130066,0.9957936406135559
23,0.9833611845970154,0.32164859771728516,0.258731484413147,0.23663340508937836,0.0978127270936966,0.06108449772000313,6.25e-05,0.7873938083648682,0.984496533870697,0.9822190999984741,0.9948282837867737,0.9848909974098206,0.30687451362609863,0.23697428405284882,0.1600722223520279,0.09129166603088379,0.05624435096979141,0.7832603454589844,0.9859433770179749,0.9841461181640625,0.99531090259552
24,0.9833110570907593,0.3217204213142395,0.2595093548297882,0.2305092066526413,0.09575851261615753,0.060688529163599014,6.25e-05,0.7833870649337769,0.9843621253967285,0.9823417663574219,0.9947839975357056,0.9853643774986267,0.31559228897094727,0.2601099908351898,0.21404452621936798,0.1134566217660904,0.05585944652557373,0.7794745564460754,0.9871843457221985,0.9836514592170715,0.9957107305526733
25,0.983426034450531,0.3255128860473633,0.26995810866355896,0.2412032037973404,0.10016113519668579,0.06003950536251068,6.25e-05,0.781055748462677,0.9846019744873047,0.9823027849197388,0.9948624968528748,0.9854646325111389,0.3233438730239868,0.2853757441043854,0.2616744637489319,0.1306232064962387,0.05745178461074829,0.7762219309806824,0.9883852601051331,0.9822635054588318,0.9960943460464478
26,0.9835640788078308,0.3291366398334503,0.28079190850257874,0.2529434561729431,0.10109859704971313,0.05935099720954895,3.125e-05,0.7817223072052002,0.9848009943962097,0.9823095202445984,0.9949246048927307,0.9855054616928101,0.32340139150619507,0.27632802724838257,0.2602923512458801,0.11949235200881958,0.055803049355745316,0.7741390466690063,0.9877878427505493,0.9832750558853149,0.9959100484848022
27,0.9837378263473511,0.3325675427913666,0.2856457829475403,0.26398319005966187,0.10390596836805344,0.05878335237503052,3.125e-05,0.7799121141433716,0.9850159883499146,0.9824378490447998,0.9949960708618164,0.9855404496192932,0.3210034668445587,0.29080823063850403,0.22509130835533142,0.12477584928274155,0.05572567880153656,0.7781989574432373,0.9877328872680664,0.9833173751831055,0.9958878755569458
28,0.9837784171104431,0.332739919424057,0.29379209876060486,0.2523793578147888,0.11106143891811371,0.05839306861162186,3.125e-05,0.7799349427223206,0.9851806163787842,0.9823877215385437,0.9950465559959412,0.9852213859558105,0.32295140624046326,0.2710482180118561,0.2588217854499817,0.10875500738620758,0.05506078526377678,0.7697552442550659,0.9870195984840393,0.9837291836738586,0.99566650390625
29,0.9838639497756958,0.33550387620925903,0.302958607673645,0.26869329810142517,0.10743512958288193,0.058108169585466385,3.125e-05,0.7786290049552917,0.9852361083030701,0.9824697971343994,0.995067298412323,0.9856991767883301,0.32693836092948914,0.2977958917617798,0.2438032627105713,0.12772983312606812,0.054555512964725494,0.7722957134246826,0.9880983233451843,0.9832330942153931,0.9960085153579712
